course_id,course_title,price,num_subscribers,num_reviews,num_lectures,level,Rating,content_duration,published_timestamp
628606,Piano Lessons for Beginners: Play the Piano AND Read Music!,70,61,9,30,Intermediate Level,0.11,4,2/12/2016
814474,Oboe Pro Series - You're going to love practicing the Oboe,50,61,5,36,All Levels,0.07,7,4/8/2016
773144,Piano With Willie Building Technique with Scales Vol. 2,40,61,3,9,All Levels,0.07,1.5,4/13/2016
519212,Awesome Lead Guitar 1,25,60,6,38,All Levels,0.07,4.5,12/15/2015
932842,Piano Lesson Variety,40,59,1,28,Beginner Level,0.07,4,8/18/2016
101504,Blues Guitar Lessons - Ragtime Blues Guitar,20,59,3,6,All Levels,0.07,2,11/26/2013
676432,Violin lessons for beginners,20,59,6,15,Beginner Level,0.07,1,11/25/2015
1002272,Blues Bass - Quick Start Guide,50,59,8,29,Beginner Level,0.07,1.5,11/24/2016
655958,Instant Harmonica - Christmas; play Jingle Bells part 2 now!,20,58,1,10,Beginner Level,0.07,0.733333333,12/17/2015
663696,Blues Guitar Lessons: Play Like the Greats - All Levels,20,58,4,47,All Levels,0.07,2.5,11/17/2015
583224,Instant Harmonica - play The Kesh (pt 1) it's easy and fun!,40,58,5,11,All Levels,0.07,0.583333333,8/17/2015
112602,"Learn Guitar The Easy Way, It's Faster",25,57,2,16,All Levels,0.07,4.5,11/14/2013
147104,Aprende a tocar Guitarra RAPIDO y FACIL con Guitarsimple,40,57,7,16,All Levels,0.07,4,1/22/2014
445118,Guitar Lesson - Five Steps to Learn Barre Chords,35,57,9,9,Beginner Level,0.07,0.55,3/15/2015
742096,Ultimate Beginner Guitar Guide - Both Acoustic & Electric,45,57,9,15,Beginner Level,0.07,2,2/16/2016
824020,Trombone Pro Series - Fall in love with the Trombone,50,57,6,57,Expert Level,0.07,7,4/22/2016
835616,Ukulele Lessons For Beginners - Fast Track Your Learning,20,57,8,28,All Levels,0.07,1,6/9/2016
744034,Piano With Willie: Jazz & Gospel Exercises,40,56,3,28,Beginner Level,0.07,2,4/13/2016
132950,Strumming the Guitar - 5 Lessons on Strum Patterns,20,56,3,10,Beginner Level,0.07,0.633333333,12/13/2013
892898,Didgeridoo - from zero to HERO! Part Two. Intermediate.,35,55,2,30,All Levels,0.07,2,7/2/2016
933818,Instant Harmonica - play the groovy Irish Washerwoman now!,40,55,8,13,All Levels,0.07,1,1/24/2017
1255114,Instant Harmonica - Learning the Basic 12 Bar Blues Bassline,40,54,6,10,All Levels,0.07,1,6/16/2017
720072,Hands On Guitar: Beyond Beginner,20,54,7,69,All Levels,0.07,3,1/22/2016
1160066,Classical Guitar Technique: 80/20,175,54,0,18,Intermediate Level,0.07,2.5,3/30/2017
584468,Instant Harmonica - play The Kesh (part 2) - easy and fun!,20,53,5,9,Beginner Level,0.07,0.583333333,8/17/2015
852426,Curso de Guitarra para Principiantes,20,53,5,39,All Levels,0.07,3,6/1/2016
1103526,Pure Modal Magic: The Complete Guitar Modes Solution,50,52,3,18,Intermediate Level,0.07,2,2/14/2017
799912,Alto Saxophone Lessons For Beginners,95,51,7,42,Beginner Level,0.07,3,3/23/2016
743932,Piano With Willie: Piano Chords Vol. 1,40,48,4,14,All Levels,0.07,2,4/13/2016
813142,Horn Pro Series - You're going to love playing French Horn,50,48,3,61,Beginner Level,0.07,8,4/8/2016
899702,Advanced Oboe Studies - Become a Master Oboist!?€?,50,47,0,82,All Levels,0.75,4,7/28/2016
883138,Pop and Jazz Keyboards and Harmony (beginner level),180,47,7,13,All Levels,0.11,3,7/12/2016
619610,Advanced Horn Studies - Learn to Master the French Horn!?€?,50,46,0,91,All Levels,0.34,7,9/23/2015
200108,Guitar for Absolute Beginners (Class 1),20,45,4,48,All Levels,0.99,1.5,5/1/2014
809968,Tenor Saxophone Lessons For Beginners,95,45,5,43,Beginner Level,0.89,3,4/4/2016
762482,Guitar Lessons - Economy Picking Essentials,35,45,5,15,Beginner Level,0.11,1.5,2/15/2016
856950,Euphonium Pro Series - Fall in love with the Euphonium,50,44,2,40,Beginner Level,0.07,7.5,5/24/2016
1113170,Walking Bass Fundamentals,50,44,3,34,All Levels,0.96,2,3/13/2017
151120,Rhythm to Rock Drum Lessons,20,44,2,7,All Levels,0.8,1,2/2/2014
773174,Piano With Willie Building Technique with Scales Vol. 4,40,44,0,11,All Levels,0.94,1.5,4/12/2016
1104494,Instant Harmonica - play this classic 8 bar blues tune!,40,43,4,13,Beginner Level,0.46,1,4/23/2017
620372,Piano for Kids: Developing Your Child's Creative Abilities,65,42,2,37,All Levels,0.96,4,10/24/2015
773156,Piano With Willie Building Technique with Scales Vol. 3,40,42,1,11,Beginner Level,0.88,1.5,4/13/2016
1042382,Explos??o Pentat??nica,55,42,5,19,Intermediate Level,0.44,1.5,12/22/2016
1066002,Leve a sua t??cnica de pedal duplo para um novo patamar,40,42,4,196,All Levels,0.3,5.5,1/16/2017
963094,Instant Harmonica - play the cool tune Dirty Old Town now!,40,42,8,17,All Levels,0.61,1.5,10/12/2016
701662,Instant Harmonica - play the Irish tune Whiskey in the Jar!,20,41,1,13,Beginner Level,0.8,1,12/28/2015
492954,?????????????????????????????????????????????????????€??????TAKA?????????????????????????????????????????????????????????,20,41,3,48,Beginner Level,0.11,2,7/6/2015
762240,Guitar Lessons - Two Handed Tapping Essentials,35,41,2,11,All Levels,0.44,1.5,2/14/2016
912254,"Oboe Solos: Learn to Perform Three Fun, Unique Pieces!",50,41,0,43,Beginner Level,0.88,2,7/28/2016
23683,Guitar - Rock - Beginner with Marc Seal,20,40,1,27,Beginner Level,0.74,1,8/31/2012
866528,Advanced Trombone Studies - Learn to Master the Trombone!,50,39,2,136,Beginner Level,0.11,8,7/5/2016
733922,Aprende el acorde??n de o??do y con t??cnica ?€?Nivel Intermedio?€?,25,38,7,51,Beginner Level,0.11,4.5,2/3/2016
1193950,Sintetizadores e S??ntese Subtrativa,85,38,12,83,Beginner Level,0.11,5,5/2/2017
744080,Piano With Willie: Tritones & Phat Chords,40,37,3,19,All Levels,0.11,2,4/13/2016
1031698,You Can Play Jazz Saxophone,20,37,7,6,Beginner Level,0.11,1.5,3/15/2017
430962,Brass Master Class,20,36,6,30,All Levels,0.11,2,6/9/2015
812370,Bassoon Pro Series - You're going to love practicing Bassoon,50,36,0,42,Beginner Level,0.11,6.5,4/8/2016
975626,"Learn to Play 'Let It Snow on Piano""",40,36,4,8,All Levels,0.11,1,10/4/2016
23861,Guitar - Rock - Beginner/Intermediate with Marc Seal,20,36,4,40,Beginner Level,0.11,1.5,10/7/2012
482334,Fingerpicking for Guitar,20,35,4,26,Beginner Level,0.11,3,9/14/2016
854694,Instant Harmonica - play Star Wars + the Lion Sleeps now!,40,33,3,20,Beginner Level,0.11,1.5,8/13/2016
933816,Instant Harmonica - play Yesterday + Scarborough Fair today!,40,33,5,26,All Levels,0.11,2,8/26/2016
1036400,"Piano Unbound. Piano learning method, a course for beginners",195,32,1,39,Intermediate Level,0.11,2.5,4/25/2017
53277,Guitar for Music Educators: Learning How to Teach Guitar,20,32,3,22,All Levels,0.11,1.5,7/26/2013
1102396,Instant Harmonica - play 'Can't Help Falling in Love' now!,40,32,3,11,All Levels,0.11,1,2/7/2017
743970,Piano With Willie: Piano Chords Vol. 2,40,32,2,11,Intermediate Level,0.11,1.5,4/13/2016
132878,Play Guitar with Rhythm - 5 Easy Lessons,20,31,0,10,Beginner Level,0.11,1,12/12/2013
1104500,Instant Harmonica - play 12 bar blues Big Walter style now!,40,31,2,14,All Levels,0.11,1,5/19/2017
805706,Bagpipe Instruction For Beginners,30,31,4,5,All Levels,0.11,1,4/24/2016
582390,Instant Harmonica - play When the Saints on harmonica now!,20,31,1,10,Beginner Level,0.11,1,8/14/2015
1207112,30 Day Guitar Jump Start for Success,105,31,4,92,Intermediate Level,0.11,4,5/24/2017
602812,"Music Theory, Guitar and Ear Training",60,30,3,39,Beginner Level,0.11,3,11/22/2015
200722,Jazz Guitar Reharmonization for Autumn Leaves,20,30,1,15,All Levels,0.11,0.616666667,7/3/2014
635570,A Guide to Analog Synths: For the modern EDM enthusiast.,20,29,4,37,Beginner Level,0.11,3.5,4/20/2016
228268,Play music on Harmonica using 8 notes - learn easy tunes!,35,29,0,14,All Levels,0.15,1,5/26/2014
854692,Instant Harmonica - play Over the Rainbow + Skye Boat now!,40,29,4,22,Beginner Level,0.15,1.5,7/18/2016
1046768,Instant harmonica - play Auld Lang Syne the neet (tonight)!,40,28,1,13,All Levels,0.15,1,12/22/2016
719920,Hands-On Guitar: The Beginner's Guide,20,28,7,72,All Levels,0.15,4,1/22/2016
931152,Instant Bodhran - part two; learning further drumming skills,40,28,1,10,Intermediate Level,0.15,1,8/18/2016
994050,Instant Harmonica - play Dylan's Like a Rolling Stone now!,40,28,2,11,All Levels,0.15,1.5,10/27/2016
741172,Piano With Willie: Jazz Kids - Vol 1,40,28,3,32,All Levels,0.15,4.5,4/13/2016
618396,Instant Harmonica - play the Drunken Sailor sea shanty now!,20,27,3,9,All Levels,0.15,0.616666667,10/18/2015
1146288,Jews Harp - Advanced course,30,26,1,52,Beginner Level,0.15,3.5,3/30/2017
532572,Ukulele 2 : Level 1 KEY OF C AND STRUMS,20,26,2,26,Beginner Level,0.15,1,2/1/2016
681390,Practice guitar with no previous experience and become a pro,30,26,0,14,All Levels,0.15,1,1/13/2017
1173716,Arpeggios for Guitar made Easy! Dominate the Fretboard,65,26,5,23,Beginner Level,0.15,3,5/2/2017
854690,Instant Harmonica - play Summertime + Drunken Sailor now!,40,26,2,20,All Levels,0.15,1.5,7/24/2016
1048182,Coach Guitar - Apprendre la GUITARE facile avec des COULEURS,50,25,1,321,Beginner Level,0.15,3.5,12/27/2016
618334,Instant Harmonica - play jazzy Autumn Leaves now (part one),20,25,1,10,Beginner Level,0.15,0.65,10/19/2015
961774,ABC DO VIOL??O E GUITARRA,85,25,2,30,All Levels,0.15,2.5,3/3/2017
1141614,The Fun and Effective Piano Course,30,24,2,38,All Levels,0.15,3.5,4/24/2017
568322,How to Play Dan Fogelberg Songs on Guitar,25,24,1,49,All Levels,0.15,4.5,3/29/2016
217628,Aprende a tocar el acorde??n de botones,50,22,4,21,All Levels,0.15,3.5,5/19/2014
760452,Casta??uelas por Sevillanas - Curso del toque de casta??uelas,40,22,2,17,Beginner Level,0.15,0.716666667,2/12/2016
636846,Instant Harmonica - play the old Popeye Spinach song now !,20,22,0,10,Beginner Level,0.15,0.6,10/19/2015
1104496,Instant Harmonica - play this classic GAME OF THRONES theme!,40,21,2,13,Beginner Level,0.66,1,5/30/2017
758216,Sistema Completo De Guitarra R??tmica Para Principiantes,55,21,3,32,All Levels,0.11,6,2/27/2016
933812,Instant Harmonica - play Whiskey in the Jar + Molly Malone!,40,21,3,27,Beginner Level,0.07,2,9/20/2016
951608,Learn the Viola - Scales and Fundamentals,80,21,3,38,All Levels,0.09,2.5,11/16/2016
1146368,The Easy Beginner Drum Course,25,21,4,12,All Levels,0.88,0.5,3/21/2017
171598,Rhythm to Rock Drum Lessons 2,20,21,2,11,All Levels,0.6,1,3/10/2014
767400,Sevillanas con Casta??uelas - Baile y toque al mismo tiempo,40,20,4,24,Beginner Level,0.48,1.5,2/23/2016
1152334,Aprende a tocar el acorde??n de botones,50,20,6,24,Beginner Level,0.57,2,5/17/2017
1113008,Building Up To Barre Chords,20,20,6,12,All Levels,0.48,0.716666667,3/16/2017
486412,Learning Electric Guitar for Absolute Beginners,35,19,2,12,All Levels,0.34,1.5,5/4/2015
618370,Instant Harmonica - play jazzy Autumn Leaves now (part two),20,19,1,9,All Levels,0.32,0.533333333,10/19/2015
742300,Piano With Willie: Jazz Kids - Vol 4,40,19,0,30,All Levels,0.66,3.5,4/13/2016
629704,Quick Piano Lessons - Tutorials for Drake's Greatest Hits,35,19,1,4,Beginner Level,0.66,0.55,10/4/2015
749616,Alternate Picking Speed & Accuracy,20,19,4,83,Beginner Level,0.83,3.5,5/12/2016
845518,Learn Piano Online-Keys to the Keyboard,50,18,1,9,Expert Level,0.34,2,5/12/2016
608436,Pr??sentation du Banjo T??nor,20,18,4,31,Beginner Level,0.3,1.5,9/13/2015
218540,Aprende a tocar el viol??n desde cero,50,17,1,22,Beginner Level,0.25,2.5,5/19/2014
812610,Trumpet Lessons For Beginners,95,17,3,35,Beginner Level,0.58,2.5,4/6/2016
201472,Keyboard Basics,25,17,1,7,Intermediate Level,0.37,2,4/22/2014
741316,Piano With Willie: Jazz Kids - Vol 2,40,17,0,38,All Levels,0.13,3,4/13/2016
190906,The Theory & Practice of Modes on the Guitar,35,17,0,7,Beginner Level,0.74,1.5,4/4/2014
648492,Guitar Lessons : Rock Guitar in 1 Day!,50,17,4,37,All Levels,0.47,1.5,12/6/2015
214770,Aprende a tocar M??sica Cristiana en el piano y teclado,20,17,3,13,All Levels,0.97,1,5/16/2014
1036338,Instant harmonica - enjoy playing Silent Night tonight!,40,16,3,12,Beginner Level,0.89,0.633333333,12/14/2016
741388,Piano With Willie: Jazz Kids - Vol 3,40,16,1,29,Beginner Level,0.16,3,4/13/2016
1111562,Instant Harmonica - play 'I just called to say I love you',40,15,0,11,Beginner Level,0.16,1,2/15/2017
839032,"Bluegrass Guitar Essentials: Webisodes 13, 14, & 15",30,14,1,13,All Levels,0.16,1.5,12/15/2016
818786,Drum Lessons For Beginners,95,14,1,34,Beginner Level,0.16,2.5,4/13/2016
721202,Guitar 201: Breakthroughs,20,14,1,49,Beginner Level,0.16,2.5,1/22/2016
214828,"Aprende a tocar percusiones: congas, bong??s, maracas y m??s",50,14,2,71,All Levels,0.16,3.5,5/16/2014
1076244,Practical Guitar Theory: Level 1,60,14,3,41,Intermediate Level,0.16,1.5,5/1/2017
211052,Aprende todos los secretos de la guitarra flamenca,50,13,2,23,Beginner Level,0.16,3.5,5/7/2014
450246,Back In Black the AC/DC Classic Rock Track,20,13,1,72,All Levels,0.16,2,4/10/2015
794398,Make Electronic Music with the iPad,20,13,0,69,All Levels,0.16,1.5,4/1/2016
269830,Rhythm to Rock Drum Lesson 5,20,13,3,9,All Levels,0.16,1,8/18/2014
933814,Instant Harmonica - play Blowing in the Wind + Popeye theme!,40,13,1,24,Beginner Level,0.16,1.5,9/23/2016
266004,Rhythm to Rock Drum Lesson 4,20,12,3,12,All Levels,0.16,1.5,8/18/2014
1149202,Guitar Solo - Theory and Improvisation Lessons,60,12,4,34,Beginner Level,0.16,1.5,4/11/2017
269832,Rhythm to Rock Drum Lesson 6,20,12,1,13,Intermediate Level,0.16,1.5,8/21/2014
802040,Bluegrass Guitar Essentials: Webisodes 3 & 4,30,12,2,13,Beginner Level,0.16,2,3/24/2016
713492,Mantenimiento y octavaci??n para guitarras el??ctricas,35,12,3,14,Intermediate Level,0.16,1,4/27/2016
1189926,Ukulele lernen f??r Papas mit Bruder Jakob,55,12,1,38,All Levels,0.06,1,5/4/2017
1025536,Coach Guitar - Amazing New Way To Learn Guitar With Colors,50,12,0,321,All Levels,0.06,3.5,12/27/2016
205764,Rhythm to Rock Drum Lessons 3,20,12,2,12,Beginner Level,0.06,1,7/18/2014
802038,Bluegrass Guitar Essentials: Webisodes 5 & 6,30,11,2,16,All Levels,0.06,3,4/13/2016
818838,Trombone Lessons For Beginners,95,11,2,34,Beginner Level,0.06,3,4/14/2016
771880,Clarinet Lessons For Beginners,95,11,0,41,All Levels,0.06,3,2/26/2016
430994,Gitarre spielen - mein sch??nstes Hobby,20,11,2,183,All Levels,0.06,2,6/9/2015
1143414,Tin Whistle B??sico,20,11,2,53,All Levels,0.06,1.5,5/17/2017
196234,Easy Piano - learn and play along,20,11,1,48,All Levels,0.06,1,5/14/2014
207408,Aprende a tocar la guitarra ac??stica como un profesional,50,11,0,27,Beginner Level,0.06,3,5/5/2014
1193536,Escalas Pentat??nicas para guitarristas,25,11,3,23,Beginner Level,0.06,0.6,6/2/2017
211780,Aprende a tocar el teclado como los expertos,50,11,1,37,All Levels,0.06,2.5,5/9/2014
935900,Pedais de efeito para Contrabaixo,50,10,3,10,Beginner Level,0.06,2.5,8/26/2016
1114722,Complete Beginners Introduction to Guitar,40,10,4,35,Beginner Level,0.06,1.5,2/27/2017
839028,Bluegrass Guitar Essentials: Webisodes 9 & 10,30,10,0,12,All Levels,0.06,2,8/6/2016
213984,Aprender a tocar la bater??a sin salir de casa,50,10,0,23,All Levels,0.06,4,5/9/2014
214794,Aprende a tocar ritmo pop en el piano y teclado,20,10,1,9,All Levels,0.06,0.716666667,5/16/2014
1040596,Greensleeves' Creative Piano Lessons Course,20,10,1,8,All Levels,0.06,2,1/3/2017
832514,Acoustic Guitar Lessons For Beginners,95,10,3,39,All Levels,0.06,3,4/27/2016
218658,Aprende c??mo tocar el Bajo Sexto,50,10,2,17,All Levels,0.06,3,5/19/2014
212492,Aprende a tocar blues en el piano y teclado,50,10,4,22,Intermediate Level,0.06,2.5,5/9/2014
211714,Aprende diferentes ritmos con la guitarra r??tmica,20,10,1,12,All Levels,0.24,1,5/7/2014
217540,Aprende a tocar el bajo el??ctrico,50,9,0,33,All Levels,0.76,3.5,5/16/2014
839030,Bluegrass Guitar Essentials: Webisodes 11 & 12,30,9,1,24,All Levels,0.18,2,10/22/2016
839026,Bluegrass Guitar Essentials: Webisodes 7 & 8,30,9,0,10,Beginner Level,0.81,2,5/5/2016
796188,Step by Step Classical Guitar Course,100,9,1,45,Beginner Level,0.2,4.5,12/8/2016
1198302,Traditional-Style Electric Blues Guitar For Beginners,25,9,2,36,Beginner Level,0.34,3,6/22/2017
1244302,Guitar Strumming 101 - Have More Fun Playing Songs You Love,50,8,2,16,All Levels,0.06,1,6/20/2017
1104492,Instant Harmonica - play the Irish anthem Danny Boy today!,40,8,1,15,Beginner Level,0.94,1,3/21/2017
812602,Piano Lessons For Beginners,95,8,0,50,All Levels,0.15,4,4/12/2016
647884,Beginner Acoustic Guitar Lessons,25,8,0,12,All Levels,0.96,1,10/28/2015
217320,Aprende a tocar el saxof??n como siempre has querido,20,8,1,26,Beginner Level,0.06,3.5,5/16/2014
838896,Learn Piano Online-Ambiance Piano Solo,50,8,0,10,All Levels,0.29,1,6/21/2016
1144288,Poldark TV series Soundtracks for Piano-Quicklessons,20,8,1,9,All Levels,0,1,3/16/2017
838320,The Art of the Blues Shuffle - A Guitarist's Guide,20,8,0,11,Beginner Level,0,1.5,6/26/2016
858064,Beginner Level Popular Piano Program - Month 1,30,7,2,13,Intermediate Level,0,1,5/24/2016
387064,Guitarra para principiantes,20,7,1,46,All Levels,0,2,1/22/2015
212520,Aprende a tocar ritmos latinos en el teclado,50,7,0,31,All Levels,0,3.5,5/9/2014
